Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000034,Kirklees,E01011034,Kirklees 010D,107500,57.23,68.76,79.33,77.95,87.25,76.69,77.73,68.84,87.3,85.85,89.75,91.06,78.73,80.29,64.42,81.92,82.41,77.78,87.46,65.31,76.39,84.58,88.32,95.11,92.75,95.46,92.17,92.72,63.74,75.77,81.65,78.78,87.68,72.11,77.37,41.333,0.467,0.221,56.049,0.794,0.614,20.055,35.58,0.584,0.49,0.75,0.466,22.459,2.456,0.74,-0.024
E08000034,Kirklees,E01011035,Kirklees 012B,120000,57.09,71.25,81.57,75.09,88.33,77.1,78.32,68.66,88.78,87.96,90.48,92.94,78.76,80.87,64.99,82.88,83.75,77.32,86.0,65.72,76.37,84.3,89.39,95.64,91.95,96.75,91.97,92.97,64.04,77.56,83.41,77.37,87.52,72.49,77.64,35.719,0.437,0.182,54.351,0.769,0.586,16.579,21.809,0.601,0.35,0.79,0.45,22.182,1.575,0.184,0.079
E08000034,Kirklees,E01011036,Kirklees 012C,115000,56.2,76.48,73.23,74.34,84.62,77.33,78.07,69.01,91.16,83.88,90.47,90.78,79.3,80.98,63.2,83.55,78.83,76.08,84.83,64.77,75.18,84.39,90.2,92.35,91.12,95.35,92.19,92.36,62.75,80.72,77.03,76.44,85.16,72.19,76.92,46.163,0.518,0.242,60.31,1.032,0.907,20.336,22.602,0.561,0.58,0.917,0.479,22.956,2.48,0.183,0.176
E08000034,Kirklees,E01011037,Kirklees 012D,177000,55.06,77.32,75.64,74.23,85.77,77.28,78.55,68.76,91.44,85.22,91.19,92.6,79.22,81.34,62.89,83.3,79.39,75.82,84.73,64.8,75.0,84.35,90.85,94.22,92.15,96.37,92.2,93.03,62.26,81.07,78.41,76.32,85.72,72.18,77.05,30.976,0.364,0.173,38.367,0.268,1.103,14.337,29.174,0.486,0.247,0.615,0.362,22.81,0.906,0.439,0.248
E08000034,Kirklees,E01011038,Kirklees 029A,110000,58.44,49.59,67.68,69.09,77.6,74.01,67.53,66.63,66.99,76.06,77.23,82.55,76.1,72.74,65.04,72.23,74.44,74.29,84.49,66.84,73.47,83.62,78.09,85.7,84.47,91.59,92.3,88.07,64.09,60.48,71.99,72.27,81.43,71.38,71.16,54.447,0.584,0.295,51.077,1.166,1.066,31.079,29.371,0.772,0.466,0.27,0.482,28.867,4.321,0.159,0.897
E08000034,Kirklees,E01011039,Kirklees 027A,158000,56.55,50.75,68.05,67.75,76.69,74.01,67.09,67.28,73.02,78.48,78.22,85.46,76.84,74.59,64.58,71.95,74.4,72.46,81.64,66.56,72.25,84.47,81.08,87.01,86.39,92.8,93.16,89.52,63.47,61.29,72.21,70.87,79.73,71.31,70.49,26.729,0.35,0.18,27.958,0.235,0.537,17.128,19.419,0.602,0.171,0.087,0.334,29.508,0.839,0.215,-0.36
E08000034,Kirklees,E01011040,Kirklees 031A,110000,59.54,55.77,78.15,74.92,86.4,76.16,73.65,67.38,76.01,86.52,84.05,92.79,77.27,77.36,64.4,73.37,79.98,75.88,87.94,66.21,74.75,84.84,82.72,92.41,89.52,96.37,93.55,91.81,64.03,64.69,79.86,76.1,87.63,72.16,74.65,44.209,0.452,0.2,35.675,0.926,0.778,28.076,69.053,0.59,0.345,0.514,0.353,25.307,4.052,1.394,0.65
E08000034,Kirklees,E01011041,Kirklees 029B,150000,57.2,56.22,66.63,67.74,79.97,73.82,69.54,67.08,72.46,77.44,77.82,85.06,76.56,74.25,65.07,74.4,74.27,74.1,84.16,67.12,73.75,84.23,83.95,87.98,87.3,95.3,92.92,90.71,63.9,65.18,71.5,71.64,82.45,71.46,72.23,41.286,0.393,0.195,45.653,0.589,1.224,22.581,59.457,0.673,0.221,0.462,0.423,27.717,2.549,1.171,0.653
E08000034,Kirklees,E01011042,Kirklees 027B,183000,56.21,44.97,75.48,60.21,70.4,74.15,62.58,66.45,67.79,84.51,76.11,83.74,75.99,72.92,61.62,63.91,74.99,64.41,72.94,63.4,66.29,84.23,72.86,89.11,83.42,91.34,92.94,87.61,61.38,54.54,75.95,63.5,72.45,69.82,65.45,17.255,0.216,0.114,8.184,0.233,-0.219,29.475,13.125,0.376,0.12,-0.635,0.191,34.482,3.212,-0.005,-0.739
E08000034,Kirklees,E01011043,Kirklees 031B,130000,61.69,60.03,78.99,77.67,90.34,77.47,76.93,67.28,76.91,85.37,84.38,93.59,77.25,77.6,65.92,75.18,80.98,77.31,90.37,67.09,76.47,84.35,82.89,91.45,88.79,96.66,93.16,91.55,65.48,67.75,80.72,78.01,90.66,73.17,76.88,40.065,0.428,0.23,35.765,0.474,0.784,25.706,51.624,0.561,0.446,0.35,0.37,23.082,3.759,1.055,0.388
E08000034,Kirklees,E01011044,Kirklees 031C,168000,59.62,55.62,79.93,71.64,84.7,76.24,72.61,67.04,74.22,85.9,82.18,91.15,76.85,76.34,63.9,72.0,79.76,73.04,84.7,65.47,73.03,84.49,78.36,91.34,86.98,95.02,93.25,90.24,63.68,63.94,80.48,73.14,85.15,71.81,73.25,27.83,0.327,0.149,30.174,0.495,0.444,21.8,34.339,0.424,0.234,0.384,0.322,26.7,2.474,0.796,-0.545
E08000034,Kirklees,E01011045,Kirklees 031D,95500,62.02,58.0,77.48,78.91,91.54,77.15,76.92,67.52,76.8,85.38,84.94,95.0,77.47,78.03,67.04,76.54,81.66,79.63,92.2,68.5,78.01,84.48,86.02,91.59,90.22,97.15,93.27,92.38,66.3,67.26,80.44,79.73,92.19,73.7,77.71,58.909,0.548,0.3,61.344,1.414,0.832,26.173,59.035,0.617,0.519,0.766,0.512,22.26,3.902,1.127,0.805
E08000034,Kirklees,E01011046,Kirklees 022A,409995,50.88,52.22,49.43,50.2,64.31,69.72,58.67,68.03,72.84,69.53,71.17,77.89,77.24,72.41,62.2,68.27,61.47,62.37,68.13,64.46,65.23,84.9,79.87,81.05,82.1,87.86,93.55,86.87,60.79,60.48,56.92,57.79,67.01,68.39,63.29,6.614,0.091,0.058,2.726,-0.244,-0.315,14.651,14.757,0.19,0.051,-1.481,0.149,36.642,-1.718,-0.878,0.863
E08000034,Kirklees,E01011047,Kirklees 027C,260000,51.91,42.35,49.94,56.13,62.52,70.9,56.84,67.12,68.44,69.99,72.09,76.49,76.4,71.26,60.76,64.01,61.04,62.23,66.89,63.15,63.61,83.96,75.67,79.54,81.37,85.98,92.64,85.32,59.96,53.24,56.92,60.35,65.51,68.25,61.62,8.502,0.083,0.076,5.577,-0.526,-0.358,25.2,12.154,0.167,0.035,-0.814,0.167,38.375,1.367,-0.233,-0.106
E08000034,Kirklees,E01011048,Kirklees 002A,158500,52.08,66.16,64.7,69.76,75.46,70.48,70.1,69.65,80.5,74.17,79.01,85.05,79.01,76.84,65.14,78.46,69.34,73.88,85.37,66.25,74.46,86.15,86.54,85.85,89.46,91.56,93.85,90.79,63.16,72.56,67.89,72.5,81.03,69.73,73.04,31.537,0.306,0.19,22.987,1.103,0.938,9.136,37.781,0.529,0.265,0.018,0.296,26.975,-1.394,0.609,0.661
E08000034,Kirklees,E01011049,Kirklees 002B,185000,51.17,59.94,60.0,64.18,64.97,68.21,63.76,69.68,77.9,71.25,75.78,78.47,78.87,74.84,62.69,74.23,63.42,67.73,74.64,63.97,68.9,86.16,86.17,83.81,87.35,88.81,93.82,89.39,61.4,67.35,62.57,66.82,70.6,67.61,67.44,20.857,0.23,0.142,19.146,0.085,0.893,13.893,20.908,0.383,0.108,0.06,0.253,32.593,-0.778,0.051,0.301
E08000034,Kirklees,E01011050,Kirklees 002C,230000,53.73,71.58,55.44,65.52,66.86,68.65,67.91,70.25,85.04,70.64,78.55,81.71,79.26,77.06,64.91,77.79,63.61,70.49,78.04,65.84,71.64,86.32,87.18,80.7,87.87,89.87,93.89,89.81,63.47,75.36,60.69,68.97,73.32,68.72,70.7,7.955,0.09,0.085,9.149,-0.306,-0.213,8.834,11.118,0.117,0.053,-0.834,0.214,29.644,-2.259,-0.318,-0.069
E08000034,Kirklees,E01011051,Kirklees 001A,193225,43.91,32.56,27.66,48.12,59.69,65.12,49.3,69.61,61.37,53.92,67.11,71.35,79.11,69.73,64.39,64.44,53.51,62.43,68.24,65.95,65.11,86.52,77.16,76.98,84.61,87.8,94.41,87.38,60.86,47.91,42.68,56.61,64.66,67.15,59.27,8.018,0.097,0.056,5.484,-0.554,0.182,15.393,21.93,0.149,0.073,-0.948,0.173,40.6,-3.108,-0.221,0.896
E08000034,Kirklees,E01011052,Kirklees 002D,171250,53.02,62.12,41.2,60.21,58.03,67.26,60.98,70.34,83.06,63.72,77.38,77.07,79.01,75.74,62.85,75.5,56.65,67.05,69.89,63.34,67.54,86.22,86.64,79.37,87.39,89.51,93.79,89.44,62.0,69.31,50.56,64.89,65.03,66.89,65.69,27.511,0.299,0.171,25.377,0.503,1.2,17.198,15.527,0.508,0.201,0.427,0.272,34.4,-0.075,-0.127,0.085
E08000034,Kirklees,E01011053,Kirklees 002E,182500,53.02,73.25,60.02,68.94,72.72,69.94,70.94,69.7,84.89,71.55,78.42,83.48,78.86,77.04,65.11,79.64,67.19,73.25,83.58,66.19,74.01,86.22,88.88,83.49,89.44,92.43,93.84,91.19,63.36,77.02,64.62,71.79,78.82,69.44,73.15,11.272,0.138,0.082,14.694,-0.394,-0.019,8.292,25.86,0.233,0.051,-0.204,0.231,26.851,-1.762,0.046,0.8
E08000034,Kirklees,E01011054,Kirklees 006E,301250,51.67,71.61,50.32,62.96,66.34,68.67,66.82,69.25,85.01,66.68,77.22,81.6,78.18,76.21,61.93,78.66,60.34,66.76,75.64,63.1,69.33,85.6,88.99,81.65,87.54,91.58,93.22,90.23,60.96,75.75,56.58,65.93,71.88,67.35,68.99,6.796,0.072,0.065,6.48,-0.576,0.164,11.786,14.295,0.123,0.037,-1.175,0.195,30.998,-1.212,-0.159,0.008
E08000034,Kirklees,E01011055,Kirklees 001B,224000,47.08,59.53,31.91,58.85,73.12,64.88,63.05,71.22,79.95,56.0,75.44,83.72,80.56,76.5,64.37,71.33,52.09,67.06,73.14,65.66,68.15,85.86,81.11,72.36,83.55,88.79,93.68,87.38,61.78,66.0,43.83,64.16,73.77,67.02,66.89,11.545,0.114,0.082,7.42,-0.324,0.043,12.151,37.118,0.22,0.059,-0.949,0.198,33.048,-1.638,0.412,1.081
E08000034,Kirklees,E01011056,Kirklees 001C,220000,45.4,54.03,31.56,56.92,71.83,65.0,60.61,70.61,73.11,54.34,71.46,81.19,80.03,74.17,65.23,70.38,54.23,66.48,72.71,66.38,68.19,86.14,80.13,74.21,84.33,89.58,94.03,87.88,61.87,62.35,44.77,62.74,72.85,67.36,65.75,6.497,0.067,0.06,7.937,-0.524,-0.229,11.087,20.18,0.081,0.071,-0.938,0.205,34.142,-2.682,0.038,0.249
E08000034,Kirklees,E01011057,Kirklees 001D,184975,43.97,42.63,26.05,51.19,63.1,63.82,53.38,70.07,67.01,51.49,69.35,75.14,79.47,71.67,63.77,64.64,51.21,62.4,67.34,65.22,64.57,86.09,75.86,71.56,81.56,86.07,93.97,85.66,60.53,53.58,40.67,58.09,65.93,66.24,60.77,10.984,0.116,0.085,4.534,-0.287,0.093,16.727,27.742,0.156,0.127,-1.081,0.166,39.267,-1.667,0.131,0.808
E08000034,Kirklees,E01011058,Kirklees 001E,227000,44.22,36.15,28.49,49.41,64.66,64.89,52.02,70.38,63.7,54.76,67.9,76.71,79.72,71.46,65.94,65.98,55.5,65.08,71.93,67.26,67.38,86.87,79.87,77.69,85.26,89.44,94.72,88.44,62.03,50.58,44.15,58.53,69.02,67.7,61.68,14.483,0.176,0.106,11.085,0.256,-0.214,15.487,19.932,0.269,0.135,-0.652,0.227,38.352,-1.937,0.046,0.207
E08000034,Kirklees,E01011059,Kirklees 002F,101000,52.52,63.1,50.78,58.47,56.21,66.76,60.65,70.44,76.9,67.77,74.22,74.29,79.3,74.07,62.73,71.99,57.05,63.46,66.97,63.1,65.6,86.45,83.57,79.87,85.16,85.75,94.03,87.65,61.83,68.0,55.05,62.13,62.6,66.57,64.41,51.739,0.53,0.281,62.316,1.139,1.77,20.231,4.245,0.706,0.406,1.655,0.384,35.678,0.547,-0.567,-0.782
E08000034,Kirklees,E01011060,Kirklees 005A,169000,48.89,58.57,57.25,69.42,75.48,66.99,66.88,66.78,68.9,68.54,82.46,83.36,77.11,74.01,61.23,71.71,64.66,72.55,80.9,64.06,70.43,86.5,79.74,80.21,89.49,94.85,94.52,90.94,59.54,65.07,61.96,71.96,78.71,66.95,69.42,30.781,0.264,0.216,18.03,0.961,1.256,19.392,19.149,0.213,0.213,-0.344,0.279,30.519,1.313,0.032,0.147
E08000034,Kirklees,E01011061,Kirklees 005B,115000,49.89,55.16,65.56,75.12,80.05,67.85,68.91,66.99,70.0,72.75,85.61,87.08,77.29,75.45,63.64,72.3,72.13,78.38,86.9,66.59,74.2,86.99,81.48,85.18,92.64,96.9,95.03,92.82,61.34,63.59,69.71,77.53,83.97,68.54,72.31,49.259,0.418,0.26,38.905,1.531,1.789,19.359,46.612,0.607,0.363,0.865,0.336,27.67,1.728,0.686,1.247
E08000034,Kirklees,E01011062,Kirklees 003A,175000,48.01,47.15,34.03,48.74,63.74,63.53,55.19,67.28,64.42,58.54,71.79,76.96,77.35,70.71,61.78,66.55,58.19,65.89,72.82,64.84,66.46,87.11,79.01,77.46,86.34,92.52,95.15,89.58,59.77,56.63,48.11,58.94,69.06,65.75,62.41,11.136,0.115,0.074,9.087,-0.683,0.166,23.312,24.459,0.2,0.077,-0.759,0.21,37.482,1.028,0.157,0.437
E08000034,Kirklees,E01011063,Kirklees 005C,140000,49.32,55.7,67.42,75.54,81.93,68.67,69.77,66.16,70.97,73.21,85.24,87.45,76.77,75.18,64.46,74.23,74.85,78.79,87.38,67.06,75.11,85.87,80.7,86.3,92.3,95.92,93.8,92.02,61.62,64.76,71.99,77.89,85.07,69.1,73.11,22.72,0.216,0.123,19.676,0.593,0.913,10.714,34.977,0.29,0.224,0.117,0.251,26.784,-0.717,0.475,0.742
E08000034,Kirklees,E01011064,Kirklees 003B,295000,43.49,43.69,22.79,46.6,67.51,64.89,54.06,66.97,67.12,56.98,72.95,81.21,77.63,71.82,58.2,63.82,51.64,61.17,69.97,62.07,62.96,86.3,77.46,76.31,85.88,92.06,94.3,88.84,56.42,53.8,39.7,55.79,69.54,65.11,60.22,31.395,0.294,0.203,32.879,0.943,0.817,20.733,19.586,0.441,0.16,0.532,0.328,39.695,-0.225,0.039,0.181
E08000034,Kirklees,E01011065,Kirklees 005D,141475,48.52,62.65,60.01,70.45,79.97,67.97,69.67,66.28,70.44,70.29,81.95,85.43,76.88,74.26,61.27,73.78,68.11,73.75,83.97,64.57,71.94,85.89,79.87,81.23,89.25,94.5,93.89,90.63,59.41,68.19,65.07,72.96,82.37,67.62,71.34,21.429,0.213,0.137,20.557,0.181,0.718,12.28,34.319,0.343,0.135,-0.045,0.278,28.651,-0.504,0.653,0.167
E08000034,Kirklees,E01011066,Kirklees 005E,220000,47.88,53.05,61.21,69.32,75.77,67.9,65.59,66.07,70.5,70.73,82.9,84.66,76.8,74.2,60.82,69.66,67.32,71.88,80.29,64.02,69.8,85.34,79.53,82.34,89.36,93.51,93.3,90.18,58.95,61.39,65.17,71.63,78.6,67.32,68.59,7.972,0.099,0.075,9.582,-0.442,-0.334,14.074,14.086,0.183,0.046,-0.517,0.199,31.337,-0.438,-0.074,-0.239
E08000034,Kirklees,E01011067,Kirklees 008A,275500,45.75,49.73,43.37,58.22,70.99,66.35,60.11,66.13,65.51,63.61,75.96,79.81,76.81,71.52,59.38,69.0,61.65,67.8,76.53,63.07,67.36,85.42,80.13,79.03,87.82,91.6,93.53,89.24,57.56,59.1,54.18,64.29,74.32,66.17,64.91,11.437,0.144,0.086,7.399,-0.25,-0.001,17.34,20.957,0.26,0.091,-0.532,0.172,35.001,-0.172,-0.064,0.546
E08000034,Kirklees,E01011068,Kirklees 003C,183750,46.83,23.45,28.14,46.58,44.01,61.84,41.99,66.79,53.63,52.75,69.84,62.59,76.23,66.14,58.24,53.31,47.41,59.45,57.08,60.65,57.39,86.79,72.6,73.96,84.38,86.51,94.83,86.44,57.17,37.96,39.56,54.7,51.57,62.93,52.03,11.139,0.108,0.078,10.849,-0.504,-1.036,27.288,26.667,0.233,0.073,-0.367,0.202,47.956,-0.028,0.144,0.689
E08000034,Kirklees,E01011069,Kirklees 003D,233000,44.38,49.66,35.73,50.2,69.22,66.0,57.58,67.26,69.69,61.79,73.21,81.65,77.95,72.53,58.96,67.21,54.28,61.28,72.23,62.69,64.51,86.7,80.25,80.36,87.18,93.83,94.7,90.27,57.15,58.51,46.86,57.41,71.46,65.93,62.49,10.768,0.125,0.084,10.295,-0.153,-0.148,17.822,15.852,0.188,0.129,-0.743,0.223,37.431,-0.643,0.04,-0.326
E08000034,Kirklees,E01011070,Kirklees 052A,261001,35.49,31.03,29.76,41.55,34.6,47.03,37.25,54.03,44.46,47.6,60.65,59.49,64.64,56.15,48.91,44.44,38.54,48.18,45.94,51.1,47.32,80.77,64.32,65.09,76.1,78.93,90.06,79.19,46.87,37.66,35.3,46.28,41.59,50.73,44.08,15.53,0.096,0.078,5.63,-0.344,-0.434,33.242,50.939,0.154,0.088,-0.619,0.153,55.865,0.387,1.165,-0.311
E08000034,Kirklees,E01011071,Kirklees 049A,148000,38.91,34.74,20.42,49.42,57.01,59.81,47.77,58.4,52.26,50.59,67.08,75.43,69.57,63.29,51.91,50.2,45.9,58.6,64.15,56.53,56.2,79.89,77.74,68.0,79.99,86.58,89.47,83.55,50.17,42.48,35.35,55.29,61.6,59.52,53.49,12.672,0.106,0.077,12.386,-0.503,0.151,27.72,25.121,0.19,0.058,0.038,0.174,46.523,0.369,0.419,-0.198
E08000034,Kirklees,E01011072,Kirklees 049B,213500,41.54,36.08,32.63,57.19,66.46,61.49,53.36,58.48,51.55,55.13,69.79,80.47,69.56,64.56,54.73,54.24,52.94,64.93,72.72,58.57,61.34,80.62,79.28,72.65,83.87,91.12,90.08,86.34,52.57,44.87,44.56,61.96,70.41,61.24,58.51,14.818,0.138,0.091,9.837,0.043,0.267,22.357,29.093,0.192,0.129,-0.229,0.174,41.319,-0.099,0.5,0.057
E08000034,Kirklees,E01011073,Kirklees 049C,185000,43.3,38.69,52.95,67.07,68.28,57.99,57.06,56.08,46.82,58.1,71.29,78.91,67.07,62.67,59.44,56.84,60.36,70.21,76.72,61.0,65.54,81.02,72.86,74.39,84.89,90.57,90.43,85.95,55.64,47.11,57.41,68.94,73.15,60.58,62.03,26.806,0.243,0.169,20.978,0.493,0.55,23.727,40.085,0.365,0.175,0.47,0.217,37.887,1.063,0.878,-0.121
E08000034,Kirklees,E01011074,Kirklees 052B,260000,28.32,41.98,20.7,58.1,62.72,48.04,50.25,47.18,38.27,32.78,68.28,71.31,58.84,54.67,57.27,54.03,44.64,62.36,64.77,57.75,59.27,80.13,60.83,61.22,84.28,87.04,89.66,82.58,49.66,47.18,34.14,60.98,64.28,53.83,55.4,17.607,0.137,0.124,13.639,-0.048,0.072,22.733,38.787,0.21,0.106,-0.061,0.203,44.015,-0.681,0.836,-0.069
E08000034,Kirklees,E01011075,Kirklees 052C,168000,28.62,40.53,20.32,57.18,60.6,47.83,49.07,46.87,37.9,31.47,67.78,69.35,58.38,54.02,58.69,52.83,43.18,61.27,61.76,58.08,58.54,79.94,59.15,59.59,83.55,85.59,89.48,81.68,50.6,45.89,33.14,60.0,61.71,53.85,54.49,24.389,0.175,0.128,17.389,0.224,0.659,25.761,53.249,0.3,0.14,0.37,0.19,44.902,0.125,1.209,-0.28
E08000034,Kirklees,E01011076,Kirklees 052D,220000,33.07,37.95,25.65,50.35,52.28,49.98,45.75,51.05,41.14,42.48,66.01,69.53,62.42,56.6,54.73,52.22,45.83,59.54,63.17,56.61,57.3,80.46,66.65,67.38,83.59,88.13,89.97,83.77,49.64,44.45,37.27,56.07,58.69,54.48,52.72,23.646,0.204,0.148,16.996,0.253,0.219,28.828,40.841,0.3,0.103,0.148,0.218,46.865,0.624,0.863,0.052
E08000034,Kirklees,E01011077,Kirklees 045A,126000,43.78,42.19,41.05,53.56,70.87,66.98,56.9,61.36,60.46,65.31,71.39,85.31,72.43,68.54,55.26,58.29,54.32,62.64,72.86,59.02,61.95,81.06,82.95,76.61,84.07,92.19,90.53,87.43,53.81,50.29,49.3,59.4,72.7,64.21,60.56,21.266,0.195,0.113,24.516,0.302,0.178,17.191,44.814,0.325,0.141,0.608,0.235,39.339,-1.48,0.813,0.689
E08000034,Kirklees,E01011078,Kirklees 049D,176250,43.23,35.99,52.91,66.57,64.98,57.46,55.2,55.56,46.36,57.45,71.44,76.13,66.48,61.88,59.03,54.74,58.25,68.52,72.87,60.24,63.68,81.6,71.37,73.46,84.64,88.26,90.82,85.19,55.29,44.77,56.24,67.91,69.6,59.93,60.25,18.674,0.187,0.102,7.916,0.097,-0.044,24.662,46.481,0.276,0.13,-0.543,0.18,39.627,0.956,1.05,-0.203
E08000034,Kirklees,E01011079,Kirklees 047A,228100,54.95,56.4,62.76,69.36,81.22,75.58,69.98,64.96,79.44,75.43,83.39,90.18,76.06,75.93,61.73,70.16,68.14,73.12,84.15,64.23,71.39,81.39,80.2,80.37,86.08,92.67,90.79,88.01,60.96,63.83,66.46,72.28,83.27,70.87,71.31,41.903,0.448,0.257,36.859,0.936,1.02,14.259,41.332,0.595,0.321,0.648,0.347,28.648,0.143,0.829,0.271
E08000034,Kirklees,E01011080,Kirklees 043A,91020,59.29,56.13,65.82,77.14,85.64,78.38,73.64,65.5,76.72,76.51,85.05,91.79,76.5,76.39,64.75,74.07,74.28,79.27,90.18,66.83,75.91,82.12,81.52,84.18,88.79,94.4,91.46,89.68,63.94,65.22,71.12,78.8,88.36,73.41,75.17,48.863,0.496,0.256,52.137,0.614,0.906,18.544,69.88,0.68,0.353,0.685,0.445,24.84,1.848,1.506,0.362
E08000034,Kirklees,E01011081,Kirklees 043B,115000,58.0,60.18,64.83,73.96,81.36,76.93,72.51,64.86,77.01,74.29,82.76,89.31,75.82,75.27,62.91,73.85,73.24,75.81,86.31,65.29,73.62,81.69,83.37,83.68,88.74,94.13,91.06,89.61,62.39,67.26,70.05,75.55,84.37,71.97,73.44,50.228,0.503,0.291,43.384,1.209,0.982,15.477,54.439,0.556,0.39,0.49,0.407,26.582,0.803,1.118,0.394
E08000034,Kirklees,E01011082,Kirklees 043C,94250,61.09,56.41,64.24,79.87,88.06,78.65,75.13,65.88,75.03,75.98,85.54,93.02,76.69,76.61,65.87,75.75,75.4,80.86,91.13,67.72,77.14,82.46,79.77,84.58,89.98,95.75,91.72,90.27,65.11,66.0,71.02,80.79,89.99,73.95,76.43,50.736,0.509,0.25,57.737,1.14,0.422,23.418,63.385,0.582,0.704,0.581,0.504,23.541,3.201,1.443,-0.217
E08000034,Kirklees,E01011083,Kirklees 047B,225000,50.67,64.37,52.73,59.51,75.82,72.97,67.48,64.49,82.15,71.24,80.5,88.84,75.66,75.3,58.8,68.86,58.78,65.75,76.37,61.99,66.6,80.99,80.33,77.01,84.06,91.61,90.42,86.97,58.06,67.6,56.94,64.19,76.86,68.6,67.76,18.369,0.257,0.13,20.868,-0.065,-0.053,14.949,20.915,0.513,0.137,-0.076,0.284,32.217,-0.332,0.214,-0.12
E08000034,Kirklees,E01011084,Kirklees 047C,120000,53.24,61.31,55.9,64.95,69.44,73.79,66.31,63.86,78.29,68.73,78.25,80.63,74.77,72.66,60.17,69.98,63.54,68.36,76.39,63.12,67.9,80.91,82.54,78.79,85.44,90.72,90.33,87.3,59.42,66.27,60.78,67.65,73.6,69.43,67.76,53.989,0.631,0.297,54.273,1.209,0.926,17.499,25.889,0.74,0.619,0.831,0.444,32.287,0.451,0.289,0.285
E08000034,Kirklees,E01011085,Kirklees 047D,191250,48.67,67.2,45.59,53.98,62.54,70.61,62.5,63.67,81.84,66.41,76.73,80.55,74.78,72.77,58.73,69.26,57.47,63.88,70.53,61.83,64.81,80.57,82.56,76.95,83.42,89.55,90.03,86.32,57.45,69.25,52.99,60.6,67.55,67.37,64.63,27.455,0.338,0.201,26.721,0.518,0.306,15.578,19.435,0.466,0.203,0.185,0.314,35.351,-0.878,0.184,-0.241
E08000034,Kirklees,E01011086,Kirklees 050A,201000,42.39,51.73,34.75,45.18,49.87,65.05,51.09,61.93,73.28,58.92,69.19,70.72,72.86,67.71,55.49,61.76,51.42,57.93,61.26,59.39,58.84,79.7,78.8,73.6,80.08,85.51,89.31,83.57,53.73,57.46,44.79,53.29,56.71,63.53,56.55,8.98,0.084,0.063,4.661,-0.195,-0.102,19.403,25.314,0.17,0.046,-1.018,0.165,43.472,-1.951,0.376,-0.023
E08000034,Kirklees,E01011087,Kirklees 050B,210000,37.47,51.34,39.38,52.11,61.47,61.71,54.82,60.24,69.45,56.8,68.8,73.12,71.05,66.58,55.38,61.71,57.0,63.52,71.14,59.54,62.41,79.1,77.54,73.04,80.64,86.72,88.8,83.69,52.33,57.03,49.71,59.0,67.01,61.92,59.81,29.868,0.282,0.225,16.273,0.928,0.722,20.433,23.391,0.356,0.205,-0.143,0.243,40.202,-0.466,0.414,-0.48
E08000034,Kirklees,E01011088,Kirklees 050C,265000,39.28,55.14,37.23,54.94,56.74,62.58,55.21,60.16,73.49,55.21,71.23,69.83,71.1,66.91,55.5,64.74,53.11,61.88,65.64,59.27,61.13,79.21,80.42,73.98,82.11,87.37,88.93,84.59,52.79,60.54,46.64,59.6,61.95,62.19,59.33,3.161,0.045,0.052,5.742,-0.756,-1.551,15.808,4.01,0.096,0.031,-1.166,0.186,40.642,-2.805,-0.557,-0.92
E08000034,Kirklees,E01011089,Kirklees 032A,175000,38.77,28.58,41.03,55.86,65.17,62.72,50.81,63.33,53.87,59.92,69.42,82.83,74.25,67.86,53.09,49.52,46.71,56.18,59.57,56.21,54.9,83.61,72.57,71.5,82.94,89.8,92.45,85.96,51.58,39.04,45.0,57.06,63.34,61.09,54.39,22.125,0.237,0.14,23.327,0.401,0.264,23.098,21.721,0.382,0.145,0.469,0.244,45.602,-0.967,0.358,-0.538
E08000034,Kirklees,E01011090,Kirklees 037A,167500,48.26,49.5,49.66,58.94,71.35,70.95,61.37,63.56,64.1,61.87,72.02,80.88,74.37,69.49,57.7,65.48,59.2,64.64,71.87,61.06,64.32,82.27,75.39,76.27,84.3,90.68,91.23,86.59,56.68,57.39,55.51,62.75,72.19,67.13,63.66,29.306,0.29,0.186,35.912,0.681,0.941,14.46,20.972,0.41,0.225,0.909,0.302,36.237,-1.651,0.229,-0.155
